date, pm25, pm10, o3, no2, so2, co
2016/8/21,32.00 ,17.00 , ,14, , 
2016/8/22,37.00 ,16.00 , ,15, , 
2016/8/23,36.00 ,9.00 , ,3, , 
2016/8/24,21.00 ,19.00 , ,13, , 
2016/8/25,44.00 ,17.00 , ,13, , 
2016/8/26,42.00 ,9.00 , ,8, , 
2016/8/27,18.00 ,11.00 , ,16, , 
2016/8/28,22.00 ,12.00 , ,21, , 
2016/8/29,25.00 ,17.00 , ,13, , 
2016/8/30,32.00 ,18.00 , ,10, , 
2016/8/31,29.00 ,10.00 , ,3, , 
2016/9/1,19.00 ,10.00 , ,5, , 
2016/9/2,16.00 ,9.00 , ,6, , 
2016/9/3,18.00 ,11.00 , ,19, , 
2016/9/4,24.00 ,15.00 , ,13, , 
2016/9/5,23.00 ,12.00 , ,5, , 
2016/9/6,21.00 ,15.00 , ,11, , 
2016/9/7,29.00 ,16.00 , ,16, , 
2016/9/8,32.00 ,16.00 , ,11, , 
2016/9/9,35.00 ,15.00 , ,3, , 
2016/9/10,27.00 ,12.00 , ,7, , 
2016/9/11,27.00 ,16.00 , ,14, , 
2016/9/12,30.00 ,24.00 , ,19, , 
2016/9/13,42.00 ,23.00 , ,23, , 
2016/9/14,51.00 ,26.00 , ,16, , 
2016/9/15,59.00 ,16.00 , ,17, , 
2016/9/16,40.00 ,12.00 , ,7, , 
2016/9/17,22.00 ,13.00 , ,15, , 
2016/9/18,31.00 ,20.00 , ,21, , 
2016/9/19,44.00 ,25.00 , ,24, , 
2016/9/20,46.00 ,27.00 , ,23, , 
2016/9/21,52.00 ,13.00 , ,12, , 
2016/9/22,37.00 ,16.00 , ,22, , 
2016/9/23,37.00 ,10.00 , ,11, , 
2016/9/24,22.00 ,16.00 , ,6, , 
2016/9/25,38.00 ,15.00 , ,10, , 
2016/9/26,37.00 ,13.00 , ,12, , 
2016/9/27,24.00 ,8.00 , ,5, , 
2016/9/28,21.00 ,8.00 , ,14, , 
2016/9/29,19.00 ,6.00 , ,3, , 
2016/9/30,17.00 ,11.00 , ,15, , 
2016/4/1,22.00 ,14.00 , ,4, , 
2016/4/2,28.00 ,21.00 , ,22, , 
2016/4/3,35.00 ,32.00 , ,27, , 
2016/4/4,42.00 ,18.00 , ,20, , 
2016/4/5,41.00 ,18.00 , ,19, , 
2016/4/6,25.00 ,20.00 , ,19, , 
2016/4/7,34.00 ,25.00 , ,32, , 
2016/4/8,31.00 ,14.00 , ,12, , 
2016/4/9,25.00 ,19.00 , ,14, , 
2016/4/10,32.00 ,32.00 , ,19, , 
2016/4/11,35.00 ,38.00 , ,24, , 
2016/4/12,37.00 ,42.00 , ,27, , 
2016/4/13,40.00 ,21.00 , ,14, , 
2016/4/14,26.00 ,11.00 , ,4, , 
2016/4/15,25.00 ,11.00 , ,11, , 
2016/4/16,21.00 ,11.00 , ,11, , 
2016/4/17,20.00 ,14.00 , ,12, , 
2016/4/18,20.00 ,43.00 , ,25, , 
2016/4/19,31.00 ,25.00 , ,17, , 
2016/4/20,25.00 ,28.00 , ,17, , 
2016/4/21,23.00 ,30.00 , ,25, , 
2016/4/22,26.00 ,15.00 , ,14, , 
2016/4/23,20.00 ,12.00 , ,9, , 
2016/4/24,20.00 ,26.00 , ,25, , 
2016/4/25,29.00 ,28.00 , ,26, , 
2016/4/26,30.00 ,19.00 , ,16, , 
2016/4/27,28.00 ,25.00 , ,25, , 
2016/4/28,32.00 ,11.00 , ,8, , 
2016/4/29,24.00 ,10.00 , ,24, , 
2016/4/30,29.00 ,8.00 , ,12, , 
2016/5/1,22.00 ,12.00 , ,5, , 
2016/5/2,22.00 ,19.00 , ,16, , 
2016/5/3,37.00 ,15.00 , ,14, , 
2016/5/4,28.00 ,18.00 , ,12, , 
2016/5/5,31.00 ,19.00 , ,17, , 
2016/5/6,34.00 ,19.00 , ,18, , 
2016/5/7,36.00 ,24.00 , ,24, , 
2016/5/8,47.00 ,30.00 , ,30, , 
2016/5/9,47.00 ,34.00 , ,29, , 
2016/5/10,45.00 ,23.00 , ,20, , 
2016/5/11,25.00 ,40.00 , ,20, , 
2016/5/12,37.00 ,18.00 , ,21, , 
2016/5/13,20.00 ,12.00 , ,12, , 
2016/5/14,19.00 ,11.00 , ,9, , 
2016/5/15,18.00 ,11.00 , ,10, , 
2016/5/16,18.00 ,12.00 , ,11, , 
2016/5/17,25.00 ,16.00 , ,7, , 
2016/5/18,31.00 ,15.00 , ,5, , 
2016/5/19,38.00 ,16.00 , ,12, , 
2016/5/20,39.00 ,12.00 , ,5, , 
2016/5/21,32.00 ,15.00 , ,19, , 
2016/5/22,41.00 ,21.00 , ,29, , 
2016/5/23,52.00 ,18.00 , ,19, , 
2016/5/24,20.00 ,16.00 , ,18, , 
2016/5/25,20.00 ,16.00 , ,14, , 
2016/5/26,22.00 ,20.00 , ,22, , 
2016/5/27,32.00 ,10.00 , ,11, , 
2016/5/28,20.00 ,13.00 , ,13, , 
2016/5/29,33.00 ,18.00 , ,20, , 
2016/5/30,35.00 ,33.00 , ,29, , 
2016/5/31,46.00 ,34.00 , ,24, , 
2016/6/1,54.00 ,38.00 , ,30, , 
2016/6/2,59.00 ,34.00 , ,27, , 
2016/6/3,53.00 ,15.00 , ,11, , 
2016/6/4,21.00 ,15.00 , ,14, , 
2016/6/5,22.00 ,15.00 , ,6, , 
2016/6/6,23.00 ,18.00 , ,7, , 
2016/6/7,36.00 ,19.00 , ,14, , 
2016/6/8,24.00 ,15.00 , , , , 
2016/6/9,17.00 ,17.00 , , , , 
2016/6/10,23.00 ,12.00 , , , , 
2016/6/11,22.00 ,11.00 , , , , 
2016/6/12,22.00 ,14.00 , , , , 
2016/6/13,24.00 ,20.00 , ,24, , 
2016/6/14,31.00 ,27.00 , ,31, , 
2016/6/15,44.00 ,21.00 , ,22, , 
2016/6/16,41.00 ,22.00 , ,29, , 
2016/6/17,42.00 ,10.00 , ,14, , 
2016/6/18,24.00 ,8.00 , ,6, , 
2016/6/19,20.00 ,17.00 , ,12, , 
2016/6/20,31.00 ,8.00 , ,6, , 
2016/6/21,23.00 ,14.00 , ,9, , 
2016/6/22,34.00 ,12.00 , ,6, , 
2016/6/23,36.00 ,20.00 , ,24, , 
2016/6/24,44.00 ,8.00 , ,6, , 
2016/6/25,25.00 ,13.00 , ,14, , 
2016/6/26,29.00 ,8.00 , ,2, , 
2016/6/27,18.00 ,9.00 , ,6, , 
2016/6/28,19.00 ,16.00 , ,14, , 
2016/6/29,29.00 ,13.00 , ,8, , 
2016/6/30,26.00 ,14.00 , ,9, , 
2016/1/4,33.00 ,36.00 , ,29, , 
2016/1/5,38.00 ,28.00 , ,34, , 
2016/1/6,47.00 ,20.00 , ,28, , 
2016/1/7,41.00 ,19.00 , ,24, , 
2016/1/8,44.00 ,13.00 , ,13, , 
2016/1/9,42.00 ,13.00 , ,12, , 
2016/1/10,37.00 ,30.00 , ,24, , 
2016/1/11,32.00 ,11.00 , ,22, , 
2016/1/12,32.00 ,22.00 , ,32, , 
2016/1/13,43.00 ,30.00 , ,47, , 
2016/1/14,61.00 ,27.00 , ,47, , 
2016/1/15,61.00 ,41.00 , ,57, , 
2016/1/16,82.00 ,33.00 , ,58, , 
2016/1/17,88.00 ,25.00 , ,44, , 
2016/1/18,70.00 ,41.00 , ,73, , 
2016/1/19,91.00 ,44.00 , ,78, , 
2016/1/20,97.00 ,42.00 , ,80, , 
2016/1/21,91.00 ,39.00 , ,56, , 
2016/1/22,80.00 ,39.00 , ,34, , 
2016/1/23,67.00 ,18.00 , ,22, , 
2016/1/24,48.00 ,29.00 , ,33, , 
2016/1/25,47.00 ,13.00 , ,25, , 
2016/1/26,27.00 ,19.00 , ,36, , 
2016/1/27,37.00 ,12.00 , ,15, , 
2016/1/28,22.00 ,13.00 , ,5, , 
2016/1/29,23.00 ,10.00 , ,2, , 
2016/1/30,20.00 ,24.00 , ,21, , 
2016/1/31,35.00 ,23.00 , , , , 
2016/2/1,33.00 ,18.00 , , , , 
2016/2/2,31.00 ,31.00 , , , , 
2016/2/3,38.00 ,53.00 , , , , 
2016/2/4,47.00 ,36.00 , , , , 
2016/2/5,43.00 ,14.00 , , , , 
2016/2/6,29.00 ,14.00 , , , , 
2016/2/7,33.00 ,15.00 , , , , 
2016/2/8,25.00 ,15.00 , , , , 
2016/2/9,30.00 ,36.00 , ,41, , 
2016/2/10,36.00 ,48.00 , ,25, , 
2016/2/11,32.00 ,33.00 , ,25, , 
2016/2/12,29.00 ,11.00 , ,18, , 
2016/2/13,25.00 ,23.00 , ,25, , 
2016/2/14,37.00 ,43.00 , ,45, , 
2016/2/15,54.00 ,33.00 , ,41, , 
2016/2/16,51.00 ,11.00 , ,2, , 
2016/2/17,26.00 ,20.00 , ,22, , 
2016/2/18,31.00 ,15.00 , ,20, , 
2016/2/19,43.00 ,13.00 , ,21, , 
2016/2/20,25.00 ,13.00 , ,37, , 
2016/2/21,33.00 ,22.00 , ,41, , 
2016/2/22,43.00 ,19.00 , ,34, , 
2016/2/23,45.00 ,32.00 , ,41, , 
2016/2/24,45.00 ,29.00 , ,38, , 
2016/2/25,42.00 ,40.00 , ,39, , 
2016/2/26,41.00 ,27.00 , ,32, , 
2016/2/27,43.00 ,34.00 , ,36, , 
2016/2/28,52.00 ,17.00 , ,29, , 
2016/2/29,38.00 ,7.00 , ,7, , 
2016/3/1,17.00 ,23.00 , ,26, , 
2016/3/2,32.00 ,17.00 , ,21, , 
2016/3/3,32.00 ,22.00 , ,30, , 
2016/3/4,29.00 ,13.00 , ,22, , 
2016/3/5,30.00 ,13.00 , ,17, , 
2016/3/6,25.00 ,21.00 , ,22, , 
2016/3/7,23.00 ,12.00 , ,23, , 
2016/3/8,27.00 ,13.00 , ,13, , 
2016/3/9,32.00 ,21.00 , ,17, , 
2016/3/10,44.00 ,16.00 , ,22, , 
2016/3/11,44.00 ,20.00 , ,15, , 
2016/3/12,51.00 ,21.00 , ,17, , 
2016/3/13,53.00 ,43.00 , ,29, , 
2016/3/14,74.00 ,43.00 , ,34, , 
2016/3/15,49.00 ,27.00 , ,28, , 
2016/3/16,35.00 ,15.00 , ,21, , 
2016/3/17,32.00 ,40.00 , ,31, , 
2016/3/18,34.00 ,37.00 , ,24, , 
2016/3/19,25.00 ,29.00 , ,17, , 
2016/3/20,20.00 ,43.00 , ,28, , 
2016/3/21,32.00 ,37.00 , ,25, , 
2016/3/22,31.00 ,53.00 , ,26, , 
2016/3/23,32.00 ,19.00 , ,11, , 
2016/3/24,22.00 ,10.00 , ,12, , 
2016/3/25,32.00 ,14.00 , ,10, , 
2016/3/26,30.00 ,15.00 , ,3, , 
2016/3/27,38.00 ,21.00 , ,11, , 
2016/3/28,33.00 ,14.00 , ,3, , 
2016/3/29,26.00 ,49.00 , ,26, , 
2016/3/30,34.00 ,54.00 , ,26, , 
2016/3/31,38.00 ,23.00 , ,11, , 
2015/10/1,32.00 ,11.00 ,22,11,1, 
2015/10/2,23.00 ,12.00 , ,14, , 
2015/10/3,25.00 ,14.00 , ,15, , 
2015/10/4,32.00 ,20.00 , ,28, , 
2015/10/5,35.00 ,17.00 , ,21, , 
2015/10/6,26.00 ,17.00 , ,21, , 
2015/10/7,28.00 ,22.00 , ,28, , 
2015/10/8,37.00 ,17.00 , ,21, , 
2015/10/9,33.00 ,17.00 , ,16, , 
2015/10/10,37.00 ,14.00 , ,16, , 
2015/10/11,35.00 ,13.00 , ,20, , 
2015/10/12,30.00 ,25.00 , ,31, , 
2015/10/13,39.00 ,46.00 , ,32, , 
2015/10/14,47.00 ,36.00 , ,37, , 
2015/10/15,52.00 ,28.00 , ,32, , 
2015/10/16,54.00 ,26.00 , ,28, , 
2015/10/17,45.00 ,27.00 , ,30, , 
2015/10/18,46.00 ,35.00 , ,34, , 
2015/10/19,49.00 ,20.00 , ,31, , 
2015/10/20,44.00 ,9.00 , ,13, , 
2015/10/21,22.00 ,6.00 , ,7, , 
2015/10/22,15.00 ,26.00 , ,26, , 
2015/10/23,38.00 ,21.00 , ,16, , 
2015/10/24,33.00 ,11.00 , ,11, , 
2015/10/25,24.00 ,41.00 , ,41, , 
2015/10/26,49.00 ,43.00 , ,36, , 
2015/10/27,51.00 ,32.00 , ,30, , 
2015/10/28,36.00 ,29.00 , ,31, , 
2015/10/29,35.00 ,26.00 , ,22, , 
2015/10/30,39.00 ,32.00 , ,9, , 
2015/10/31,74.00 ,39.00 , ,18, , 
2015/11/1,76.00 ,47.00 , ,36, , 
2015/11/2,55.00 ,29.00 , ,29, , 
2015/11/3,41.00 ,25.00 , ,23, , 
2015/11/4,34.00 ,34.00 , ,23, , 
2015/11/5,28.00 ,28.00 , ,24, , 
2015/11/6,37.00 ,16.00 , ,21, , 
2015/11/7,25.00 ,16.00 , ,18, , 
2015/11/8,22.00 ,7.00 , ,6, , 
2015/11/9,15.00 ,47.00 , ,44, , 
2015/11/10,52.00 ,60.00 , ,51, , 
2015/11/11,59.00 ,41.00 , ,35, , 
2015/11/12,51.00 ,19.00 , ,16, , 
2015/11/13,28.00 ,22.00 , ,18, , 
2015/11/14,28.00 ,38.00 , ,31, , 
2015/11/15,48.00 ,17.00 , ,28, , 
2015/11/16,30.00 ,21.00 , ,46, , 
2015/11/17,50.00 ,16.00 , ,33, , 
2015/11/18,42.00 ,38.00 , ,30, , 
2015/11/19,34.00 ,34.00 , ,43, , 
2015/11/20,58.00 ,37.00 , ,36, , 
2015/11/21,44.00 ,48.00 , ,38, , 
2015/11/22,54.00 ,34.00 , ,42, , 
2015/11/23,58.00 ,38.00 , ,49, , 
2015/11/24,62.00 ,12.00 , ,27, , 
2015/11/25,35.00 ,19.00 , ,35, , 
2015/11/26,50.00 ,6.00 , ,6, , 
2015/11/27,15.00 ,10.00 , ,9, , 
2015/11/28,19.00 ,10.00 , ,7, , 
2015/11/29,18.00 ,35.00 , ,42, , 
2015/11/30,49.00 ,34.00 , ,29, , 
2015/12/1,39.00 ,26.00 , ,42, , 
2015/12/2,47.00 ,30.00 , ,58, , 
2015/12/3,65.00 ,23.00 , ,34, , 
2015/12/4,40.00 ,10.00 , ,3, , 
2015/12/5,19.00 ,7.00 , ,3, , 
2015/12/6,22.00 ,65.00 , ,42, , 
2015/12/7,54.00 ,29.00 , ,21, , 
2015/12/8,43.00 ,12.00 , ,8, , 
2015/12/9,26.00 ,11.00 , ,2, , 
2015/12/10,22.00 ,11.00 , ,11, , 
2015/12/11,19.00 ,47.00 , ,54, , 
2015/12/12,104.00 ,33.00 , ,48, , 
2015/12/13,83.00 ,36.00 , ,51, , 
2015/12/14,70.00 ,31.00 , ,42, , 
2015/12/15,60.00 ,29.00 , ,40, , 
2015/12/16,57.00 ,35.00 , ,43, , 
2015/12/17,59.00 ,20.00 , ,41, , 
2015/12/18,51.00 ,21.00 , ,34, , 
2015/12/19,44.00 ,23.00 , ,2, , 
2015/12/20,43.00 ,12.00 , ,2, , 
2015/12/21,24.00 ,22.00 , ,21, , 
2015/12/22,30.00 ,13.00 , ,21, , 
2015/12/23,30.00 ,15.00 , ,1, , 
2015/12/24,27.00 ,7.00 , ,4, , 
2015/12/25,22.00 ,36.00 , ,32, , 
2015/12/26,45.00 ,21.00 , ,17, , 
2015/12/27,27.00 ,12.00 , ,26, , 
2015/12/28,33.00 ,10.00 , ,23, , 
2015/12/29,24.00 ,13.00 , ,6, , 
2015/12/30,33.00 , , , , , 
2015/7/1,25.00 ,14.00 ,25,6, , 
2015/7/2,23.00 ,23.00 ,30,9, , 
2015/7/3,31.00 ,18.00 ,31,4, , 
2015/7/4,42.00 ,13.00 ,30,5, , 
2015/7/5,30.00 ,14.00 ,28,11, , 
2015/7/6,31.00 ,8.00 ,24,4, , 
2015/7/7,13.00 ,11.00 ,21,17, , 
2015/7/8,24.00 ,15.00 ,20,16, , 
2015/7/9,21.00 ,16.00 ,17,14, , 
2015/7/10,22.00 ,9.00 ,21,7, , 
2015/7/11,18.00 ,14.00 ,28,6, , 
2015/7/12,30.00 ,13.00 ,24,4, , 
2015/7/13,33.00 ,14.00 ,20,10, , 
2015/7/14,29.00 ,17.00 ,19,14, , 
2015/7/15,28.00 ,13.00 ,17,13, , 
2015/7/16,18.00 ,8.00 ,20,8, , 
2015/7/17,16.00 ,9.00 ,20,3, , 
2015/7/18,18.00 ,7.00 ,21,1, , 
2015/7/19,17.00 ,11.00 ,22,9, , 
2015/7/20,26.00 ,10.00 ,22,2, , 
2015/7/21,18.00 ,9.00 ,15,7, , 
2015/7/22,20.00 ,8.00 , ,5, , 
2015/7/23,19.00 ,12.00 ,21,9, , 
2015/7/24,24.00 ,13.00 ,19,15, , 
2015/7/25,28.00 ,7.00 ,21,13, , 
2015/7/26,16.00 ,12.00 ,26,8, , 
2015/7/27,25.00 ,17.00 ,21,24, , 
2015/7/28,35.00 ,15.00 ,17,20, , 
2015/7/29,33.00 ,19.00 ,17,20, , 
2015/7/30,31.00 ,10.00 ,18,11, , 
2015/7/31,21.00 ,12.00 ,24,7, , 
2015/8/1,24.00 ,10.00 ,26,3, , 
2015/8/2,22.00 ,14.00 ,19,16, , 
2015/8/3,26.00 ,37.00 ,14,31, , 
2015/8/4,47.00 ,16.00 ,21,16, , 
2015/8/5,36.00 ,18.00 ,20,7, , 
2015/8/6,35.00 ,26.00 ,23,25, , 
2015/8/7,49.00 ,12.00 ,22,5, , 
2015/8/8,29.00 ,11.00 ,21,9, , 
2015/8/9,23.00 ,12.00 ,22,4, , 
2015/8/10,27.00 ,20.00 ,23,18, , 
2015/8/11,40.00 ,18.00 ,12,16,1, 
2015/8/12,26.00 ,19.00 ,21,18, , 
2015/8/13,27.00 ,17.00 ,22,19, , 
2015/8/14,29.00 ,17.00 ,23,20, , 
2015/8/15,29.00 ,13.00 ,20,17, , 
2015/8/16,28.00 ,18.00 ,23,24, , 
2015/8/17,32.00 ,22.00 ,23,25, , 
2015/8/18,34.00 ,24.00 ,22,24, , 
2015/8/19,36.00 ,26.00 ,20,22, , 
2015/8/20,39.00 ,29.00 ,27,20,1, 
2015/8/21,46.00 ,28.00 ,30,20, , 
2015/8/22,48.00 ,24.00 ,27,26, , 
2015/8/23,47.00 ,25.00 ,22,28, , 
2015/8/24,41.00 ,29.00 ,17,30, , 
2015/8/25,57.00 ,11.00 ,19,4, , 
2015/8/26,21.00 ,9.00 ,20,11, , 
2015/8/27,24.00 ,12.00 ,16,14, , 
2015/8/28,25.00 ,11.00 ,21,9, , 
2015/8/29,25.00 ,13.00 ,21,4, , 
2015/8/30,28.00 ,18.00 ,14,18, , 
2015/8/31,37.00 ,11.00 ,17,19, , 
2015/9/1,26.00 ,7.00 ,18,17, , 
2015/9/2,19.00 ,11.00 ,16,20, , 
2015/9/3,30.00 ,12.00 ,20,14, , 
2015/9/4,24.00 ,7.00 ,16,12, , 
2015/9/5,20.00 ,8.00 ,19,11, , 
2015/9/6,20.00 ,14.00 ,17,22, , 
2015/9/7,29.00 ,19.00 ,19,25,1, 
2015/9/8,35.00 ,23.00 ,12,26, , 
2015/9/9,40.00 ,28.00 ,17,26, , 
2015/9/10,46.00 ,20.00 ,18,24, , 
2015/9/11,40.00 ,13.00 ,16,15, , 
2015/9/12,30.00 ,14.00 ,19,16, , 
2015/9/13,38.00 ,21.00 ,18,26, , 
2015/9/14,52.00 ,14.00 ,20,15, , 
2015/9/15,34.00 ,15.00 ,16,28,1, 
2015/9/16,28.00 ,10.00 , ,14, , 
2015/9/17,19.00 ,13.00 , ,19, , 
2015/9/18,30.00 ,12.00 , ,16, , 
2015/9/19,23.00 ,11.00 , ,21, , 
2015/9/20,23.00 ,12.00 ,16,19,1, 
2015/9/21,24.00 ,18.00 ,20,33, , 
2015/9/22,37.00 ,18.00 ,17,22,1, 
2015/9/23,46.00 ,14.00 ,26,11,1, 
2015/9/24,32.00 ,7.00 ,23,3, , 
2015/9/25,18.00 ,16.00 ,22,20,1, 
2015/9/26,32.00 ,15.00 ,18,21,1, 
2015/9/27,33.00 ,23.00 ,19,28,1, 
2015/9/28,38.00 ,15.00 ,20,17,1, 
2015/9/29,30.00 ,18.00 ,18,20,1, 
2015/9/30,37.00 ,17.00 ,20,21,1, 
2015/4/1,32.00 ,25.00 ,24,9, , 
2015/4/2,22.00 ,24.00 ,26,12, , 
2015/4/3,22.00 ,20.00 ,24,10, , 
2015/4/4,23.00 ,28.00 ,21,17, , 
2015/4/5,26.00 ,22.00 ,22,11, , 
2015/4/6,28.00 ,46.00 ,23,19, , 
2015/4/7,32.00 ,37.00 ,25,17, , 
2015/4/8,33.00 ,62.00 ,24,26,1, 
2015/4/9,43.00 ,20.00 ,26,6, , 
2015/4/10,47.00 ,22.00 ,26,10, , 
2015/4/11,45.00 ,10.00 ,24,3, , 
2015/4/12,17.00 ,43.00 ,23,26, , 
2015/4/13,31.00 ,21.00 ,17,18, , 
2015/4/14,23.00 ,34.00 ,18,29, , 
2015/4/15,29.00 ,39.00 ,25,32, , 
2015/4/16,30.00 ,30.00 ,25,25, , 
2015/4/17,31.00 ,17.00 ,23,17, , 
2015/4/18,25.00 ,23.00 ,28,22, , 
2015/4/19,25.00 ,41.00 ,22,31,1, 
2015/4/20,38.00 ,39.00 ,23,28, , 
2015/4/21,35.00 ,33.00 ,27,21, , 
2015/4/22,32.00 ,22.00 ,27,7, , 
2015/4/23,21.00 ,23.00 ,25,18, , 
2015/4/24,28.00 ,15.00 ,23,4, , 
2015/4/25,37.00 ,19.00 ,22,11, , 
2015/4/26,27.00 ,17.00 ,19,12, , 
2015/4/27,25.00 ,17.00 ,20,13, , 
2015/4/28,27.00 ,19.00 ,20,16, , 
2015/4/29,28.00 ,12.00 ,22,12, , 
2015/4/30,26.00 ,13.00 ,25,12, , 
2015/5/1,27.00 ,13.00 ,22,13, , 
2015/5/2,22.00 ,11.00 ,25,12, , 
2015/5/3,22.00 ,20.00 ,19,30, , 
2015/5/4,35.00 ,20.00 ,14,30, , 
2015/5/5,33.00 ,20.00 ,23,8, , 
2015/5/6,44.00 ,16.00 ,21,21, , 
2015/5/7,34.00 ,13.00 ,23,12, , 
2015/5/8,22.00 ,12.00 ,24,14, , 
2015/5/9,23.00 ,10.00 ,26,11, , 
2015/5/10,23.00 ,18.00 ,22,13, , 
2015/5/11,32.00 ,14.00 ,21,12, , 
2015/5/12,32.00 ,22.00 ,24,27, , 
2015/5/13,33.00 ,13.00 ,25,16, , 
2015/5/14,21.00 ,17.00 ,24,12, , 
2015/5/15,22.00 ,12.00 ,25,8, , 
2015/5/16,27.00 ,9.00 ,23,11, , 
2015/5/17,18.00 ,9.00 ,23,14, , 
2015/5/18,19.00 ,14.00 ,21,21, , 
2015/5/19,28.00 ,13.00 ,21,4, , 
2015/5/20,28.00 ,17.00 ,23,11, , 
2015/5/21,32.00 ,15.00 ,22,2, , 
2015/5/22,28.00 ,9.00 ,24,4, , 
2015/5/23,17.00 ,11.00 ,21,10, , 
2015/5/24,21.00 ,7.00 ,19,7, , 
2015/5/25,17.00 ,18.00 ,19,23, , 
2015/5/26,25.00 ,15.00 ,23,16, , 
2015/5/27,22.00 ,14.00 ,21,20, , 
2015/5/28,26.00 ,5.00 ,23, , , 
2015/5/29,16.00 , , , , , 
2015/6/2,26.00 ,13.00 ,24,2, , 
2015/6/3,28.00 ,19.00 ,24,8, , 
2015/6/4,25.00 ,11.00 ,24,10, , 
2015/6/5,22.00 ,13.00 ,22,12, , 
2015/6/6,33.00 ,12.00 ,23,2, , 
2015/6/7,25.00 ,20.00 ,23,20, , 
2015/6/8,28.00 ,19.00 ,20,15, , 
2015/6/9,26.00 ,16.00 ,20,15, , 
2015/6/10,20.00 ,11.00 ,24,9, , 
2015/6/11,19.00 ,18.00 ,25,13, , 
2015/6/12,30.00 ,12.00 ,25,10, , 
2015/6/13,27.00 ,12.00 ,24,13, , 
2015/6/14,22.00 ,12.00 ,20,10, , 
2015/6/15,22.00 ,19.00 ,22,15, , 
2015/6/16,25.00 ,14.00 ,19,16, , 
2015/6/17,25.00 ,21.00 ,15,28, , 
2015/6/18,35.00 ,19.00 ,21,24, , 
2015/6/19,21.00 ,15.00 ,21,17, , 
2015/6/20,25.00 ,19.00 ,20,16, , 
2015/6/21,31.00 ,16.00 ,20,22, , 
2015/6/22,27.00 ,16.00 ,21,21, , 
2015/6/23,27.00 ,16.00 ,19,16, , 
2015/6/24,29.00 ,17.00 ,20,25, , 
2015/6/25,29.00 ,12.00 ,22,13, , 
2015/6/26,19.00 ,9.00 ,25,7, , 
2015/6/27,12.00 ,9.00 ,24,3, , 
2015/6/28,21.00 ,13.00 ,21,3, , 
2015/6/29,23.00 ,16.00 ,22,14, , 
2015/6/30,23.00 ,15.00 ,23,6, , 
2015/1/1,116.00 ,31.00 ,22,8, , 
2015/1/2,15.00 ,42.00 ,20,26,1, 
2015/1/3,25.00 ,25.00 ,15,42,1, 
2015/1/4,54.00 ,51.00 ,5,46,2, 
2015/1/5,60.00 , ,16,18, , 
2015/1/6,28.00 ,5.00 ,14,20, , 
2015/1/7,22.00 ,4.00 ,17,23, , 
2015/1/8,25.00 ,20.00 ,7,47, , 
2015/1/9,44.00 ,4.00 ,19,19, , 
2015/1/10,22.00 ,5.00 ,15,22, , 
2015/1/11,35.00 ,22.00 ,21,30, , 
2015/1/12,34.00 , ,21,11, , 
2015/1/13,28.00 ,36.00 ,17,61, , 
2015/1/14,51.00 ,16.00 ,19,27, , 
2015/1/15,30.00 , ,25,17, , 
2015/1/16,22.00 ,36.00 ,16,28, , 
2015/1/17,49.00 , ,11,37, , 
2015/1/18,52.00 ,13.00 ,16,29, , 
2015/1/19,36.00 ,22.00 ,15,23, , 
2015/1/20,33.00 ,23.00 ,19,25, , 
2015/1/21,39.00 ,20.00 ,18,29, , 
2015/1/22,40.00 ,17.00 ,7,40, , 
2015/1/23,51.00 ,7.00 , ,9, , 
2015/1/24,26.00 , , ,24, , 
2015/1/25,39.00 ,30.00 ,3,48, , 
2015/1/26,41.00 ,26.00 ,8,55,1, 
2015/1/27,49.00 ,14.00 ,14,19, , 
2015/1/28,20.00 ,7.00 ,14,7, , 
2015/1/29,16.00 ,11.00 ,21,24, , 
2015/1/30,28.00 ,9.00 ,16,15, , 
2015/1/31,31.00 ,10.00 ,19,14, , 
2015/2/1,28.00 ,13.00 ,19,34, , 
2015/2/2,40.00 ,21.00 ,15,40, , 
2015/2/3,53.00 ,16.00 ,11,44, , 
2015/2/4,50.00 ,18.00 ,7,33, , 
2015/2/5,47.00 , ,7,44,1, 
2015/2/6,68.00 ,26.00 ,24,23, , 
2015/2/7,47.00 , ,18,42, , 
2015/2/8,45.00 , ,7,68,1, 
2015/2/9,62.00 ,48.00 ,14,38, , 
2015/2/10,34.00 ,28.00 ,12,42, , 
2015/2/11,40.00 ,15.00 ,8,27, , 
2015/2/12,47.00 ,19.00 ,8,22, , 
2015/2/13,34.00 ,14.00 ,9,18, , 
2015/2/14,40.00 ,14.00 ,23,15, , 
2015/2/15,23.00 ,18.00 ,21,21, , 
2015/2/16,34.00 ,17.00 ,18,4, , 
2015/2/17,56.00 ,14.00 , ,17, , 
2015/2/18,28.00 ,10.00 ,15,10, , 
2015/2/19,31.00 ,6.00 ,16,4, , 
2015/2/20,20.00 , , ,16, , 
2015/2/21,27.00 ,25.00 , ,10, , 
2015/2/22,25.00 ,10.00 ,17,6, , 
2015/2/23,20.00 ,16.00 ,20,9, , 
2015/2/24,32.00 ,11.00 ,18,2, , 
2015/2/25,26.00 ,11.00 ,16,4, , 
2015/2/26,27.00 ,15.00 ,15,24, , 
2015/2/27,33.00 ,14.00 ,18,10, , 
2015/2/28,28.00 ,6.00 ,19,2, , 
2015/3/1,14.00 ,13.00 ,17,3, , 
2015/3/2,29.00 ,27.00 ,13,20, , 
